date,year,month,tmax,tmin,prec
1989-11-13,1989,11,11.0,3.7,67.3
1989-11-14,1989,11,2.6,-5.7,29.6
1989-11-15,1989,11,9.7,3.5,41.9
1989-11-16,1989,11,4.9,-6.5,3.8
1989-11-17,1989,11,5.6,-1.9,23.7
1989-11-18,1989,11,3.9,-1.8,3.7
1989-11-19,1989,11,8.3,-1.0,32.2
1989-11-20,1989,11,11.4,2.1,97.1
1989-11-21,1989,11,7.5,-1.4,2.7
1989-11-22,1989,11,7.4,0.3,7.5
1989-11-23,1989,11,7.5,-0.4,0
1989-11-24,1989,11,12.3,4.2,75.6
1989-11-25,1989,11,4.9,-0.9,14.1
1989-11-26,1989,11,3.2,-5.6,40.7
1989-11-27,1989,11,6.4,0.1,66.0
1989-11-28,1989,11,6.1,0.3,94.6
1989-11-29,1989,11,11.6,2.8,52.5
1989-11-30,1989,11,9.2,0.9,0
1989-12-01,1989,12,15.5,7.8,0.8
1989-12-02,1989,12,7.7,1.9,26.8
1989-12-03,1989,12,5.8,-1.3,48.1
1989-12-04,1989,12,-0.3,-11.5,70.9
1989-12-05,1989,12,5.3,-2.5,0
1989-12-06,1989,12,6.3,-2.1,13.2
1989-12-07,1989,12,10.0,2.9,12.7
1989-12-08,1989,12,0.6,-8.3,58.9
1989-12-09,1989,12,4.2,-5.0,0
1989-12-10,1989,12,6.5,-2.5,0.3
1989-12-11,1989,12,1.0,-3.5,69.5
1989-12-12,1989,12,2.1,-5.4,0
1989-12-13,1989,12,6.1,-3.8,7.7
1989-12-14,1989,12,3.9,-4.0,16.5
1989-12-15,1989,12,10.1,2.3,0
1989-12-16,1989,12,7.1,-1.4,0.8
1989-12-17,1989,12,4.3,-2.1,62.0
1989-12-18,1989,12,7.7,-1.2,35.5
1989-12-19,1989,12,6.9,-0.8,34.8
1989-12-20,1989,12,3.5,-4.0,0
1989-12-21,1989,12,5.1,-0.9,28.3
1989-12-22,1989,12,2.3,-3.8,18.2
1989-12-23,1989,12,2.3,-1.9,12.8
1989-12-24,1989,12,4.9,-2.9,22.0
1989-12-25,1989,12,6.4,-3.6,2.6
1989-12-26,1989,12,11.5,2.9,20.4
1989-12-27,1989,12,8.3,0.4,33.0
1989-12-28,1989,12,8.1,0.0,62.0
1989-12-29,1989,12,-0.8,-10.7,22.2
1989-12-30,1989,12,10.0,-0.6,8.9
1989-12-31,1989,12,1.7,-8.7,29.9
1990-01-01,1990,1,7.3,-4.3,22.4
1990-01-02,1990,1,2.9,-7.8,39.5
1990-01-03,1990,1,9.7,3.5,12.2
1990-01-04,1990,1,6.3,-1.4,9.0
1990-01-05,1990,1,8.8,1.2,16.1
1990-01-06,1990,1,4.5,-2.2,6.5
1990-01-07,1990,1,7.7,1.6,14.5
1990-01-08,1990,1,8.3,-1.2,26.6
1990-01-09,1990,1,8.9,2.9,15.4
1990-01-10,1990,1,3.1,-6.3,38.2
1990-01-11,1990,1,7.9,-2.5,0
1990-01-12,1990,1,6.4,-1.1,38.0
1990-01-13,1990,1,7.7,-2.1,8.6
1990-01-14,1990,1,6.3,-0.3,6.2
1990-01-15,1990,1,5.6,-2.9,0
1990-01-16,1990,1,7.4,-0.1,0.8
1990-01-17,1990,1,8.3,-0.1,25.9
1990-01-18,1990,1,8.0,0.6,45.5
1990-01-19,1990,1,5.7,-1.6,5.9
1990-01-20,1990,1,10.6,2.1,19.6
1990-01-21,1990,1,12.1,4.8,46.6
1990-01-22,1990,1,8.0,1.9,16.8
1990-01-23,1990,1,7.9,1.5,11.1
1990-01-24,1990,1,9.3,-1.0,66.9
1990-01-25,1990,1,5.6,-3.3,15.0
1990-01-26,1990,1,6.7,-1.3,85.0
1990-01-27,1990,1,8.1,-2.1,27.1
1990-01-28,1990,1,5.6,-2.0,26.0
1990-01-29,1990,1,4.1,-2.9,16.8
1990-01-30,1990,1,6.5,-1.1,26.6
1990-01-31,1990,1,12.4,4.3,9.3
1990-02-01,1990,2,12.9,4.8,7.1
1990-02-02,1990,2,14.8,6.7,12.1
1990-02-03,1990,2,17.4,10.0,19.3
1990-02-04,1990,2,13.1,5.8,0
1990-02-05,1990,2,13.2,4.1,10.4
1990-02-06,1990,2,19.3,10.3,7.4
1990-02-07,1990,2,14.2,6.0,9.7
1990-02-08,1990,2,8.6,-3.9,0
1990-02-09,1990,2,18.7,11.1,0.3
1990-02-10,1990,2,16.7,7.3,1.4
1990-02-11,1990,2,12.8,1.7,2.6
1990-02-12,1990,2,11.9,1.6,11.0
1990-02-13,1990,2,12.9,4.9,2.9
1990-02-14,1990,2,14.2,4.5,26.7
1990-02-15,1990,2,8.0,-1.4,0
1990-02-16,1990,2,5.8,-5.2,0
1990-02-17,1990,2,19.4,14.0,25.4
1990-02-18,1990,2,17.3,8.8,78.7
1990-02-19,1990,2,13.9,6.4,10.7
1990-02-20,1990,2,7.4,1.4,21.4
1990-02-21,1990,2,16.8,6.6,0
1990-02-22,1990,2,19.9,11.7,0
1990-02-23,1990,2,12.9,5.7,0
1990-02-24,1990,2,13.3,5.1,0.9
1990-02-25,1990,2,10.4,1.7,2.2
1990-02-26,1990,2,13.9,2.4,11.0
1990-02-27,1990,2,11.9,3.3,1.0
1990-02-28,1990,2,14.6,6.4,0.7
1990-03-01,1990,3,20.6,12.2,0
1990-03-02,1990,3,20.5,10.5,0
1990-03-03,1990,3,17.7,8.3,0
1990-03-04,1990,3,25.0,16.5,0
1990-03-05,1990,3,23.1,15.8,0
1990-03-06,1990,3,17.6,6.9,0
1990-03-07,1990,3,25.0,15.0,5.4
1990-03-08,1990,3,20.0,13.3,1.4
1990-03-09,1990,3,23.4,13.8,0
1990-03-10,1990,3,17.7,7.8,0
1990-03-11,1990,3,25.8,17.2,6.6
1990-03-12,1990,3,17.4,11.0,0
1990-03-13,1990,3,19.9,12.6,0
1990-03-14,1990,3,22.0,12.2,1.8
1990-03-15,1990,3,23.7,15.6,0
1990-03-16,1990,3,20.9,12.6,0.3
1990-03-17,1990,3,25.7,20.0,0
1990-03-18,1990,3,22.7,11.3,4.6
1990-03-19,1990,3,20.3,12.0,0
1990-03-20,1990,3,20.0,11.6,0
1990-03-21,1990,3,16.2,8.5,0
1990-03-22,1990,3,26.7,18.3,0
1990-03-23,1990,3,30.1,23.3,0
1990-03-24,1990,3,17.7,7.5,0
1990-03-25,1990,3,22.5,15.3,3.6
1990-03-26,1990,3,19.4,9.9,0
1990-03-27,1990,3,19.9,11.3,0
1990-03-28,1990,3,20.4,13.6,0
1990-03-29,1990,3,15.8,5.3,1.2
1990-03-30,1990,3,16.2,10.9,0
1990-03-31,1990,3,22.2,16.1,0
1990-04-01,1990,4,25.0,18.9,0
1990-04-02,1990,4,26.1,20.3,0
1990-04-03,1990,4,28.6,22.6,0
1990-04-04,1990,4,33.3,23.7,18.4
1990-04-05,1990,4,31.0,24.4,11.0
1990-04-06,1990,4,28.0,19.3,16.0
1990-04-07,1990,4,31.0,25.3,4.6
1990-04-08,1990,4,22.5,15.2,10.0
1990-04-09,1990,4,28.2,17.9,1.5
1990-04-10,1990,4,25.6,15.4,8.9
1990-04-11,1990,4,32.2,22.1,35.8
1990-04-12,1990,4,24.4,16.2,2.7
1990-04-13,1990,4,33.2,26.2,16.3
1990-04-14,1990,4,21.2,12.3,0
1990-04-15,1990,4,33.6,25.8,6.5
1990-04-16,1990,4,32.0,24.0,8.9
1990-04-17,1990,4,28.1,22.0,3.2
1990-04-18,1990,4,24.3,16.6,7.2
1990-04-19,1990,4,27.6,19.8,18.8
1990-04-20,1990,4,25.3,16.9,0
1990-04-21,1990,4,31.2,23.6,2.5
1990-04-22,1990,4,23.9,15.6,19.0
1990-04-23,1990,4,30.1,20.2,0
1990-04-24,1990,4,31.3,24.0,0.9
1990-04-25,1990,4,23.2,13.2,14.7
1990-04-26,1990,4,28.7,22.2,20.8
1990-04-27,1990,4,28.1,20.9,8.0
1990-04-28,1990,4,28.4,17.5,0
1990-04-29,1990,4,31.5,24.1,2.9
1990-04-30,1990,4,29.1,20.0,3.2
1990-05-01,1990,5,37.6,29.4,18.3
1990-05-02,1990,5,31.4,25.7,19.3
1990-05-03,1990,5,32.9,25.6,1.9
1990-05-04,1990,5,34.3,27.2,28.9
1990-05-05,1990,5,32.8,25.3,0
1990-05-06,1990,5,29.1,22.8,7.7
1990-05-07,1990,5,35.4,25.9,0
1990-05-08,1990,5,30.0,21.6,5.7
1990-05-09,1990,5,33.5,26.0,42.8
1990-05-10,1990,5,29.3,20.9,20.7
1990-05-11,1990,5,33.8,24.4,4.3
1990-05-12,1990,5,34.0,26.2,11.5
1990-05-13,1990,5,31.8,23.0,3.9
1990-05-14,1990,5,29.9,25.5,42.6
1990-05-15,1990,5,29.4,21.8,0
1990-05-16,1990,5,34.3,24.0,3.4
1990-05-17,1990,5,34.0,26.2,0
1990-05-18,1990,5,36.1,30.3,42.3
1990-05-19,1990,5,34.5,25.2,0
1990-05-20,1990,5,29.5,24.0,9.9
1990-05-21,1990,5,36.6,31.6,25.2
1990-05-22,1990,5,32.6,22.8,26.6
1990-05-23,1990,5,32.0,22.0,27.4
1990-05-24,1990,5,35.0,25.7,36.2
1990-05-25,1990,5,37.3,29.9,0.7
1990-05-26,1990,5,30.1,23.7,22.5
1990-05-27,1990,5,36.7,29.0,0.4
1990-05-28,1990,5,35.5,26.2,22.1
1990-05-29,1990,5,37.6,29.5,51.3
1990-05-30,1990,5,41.2,35.6,1.6
1990-05-31,1990,5,32.7,25.3,20.4
1990-06-01,1990,6,39.1,28.9,1.4
1990-06-02,1990,6,34.8,26.5,1.4
1990-06-03,1990,6,28.7,18.8,1.8
1990-06-04,1990,6,36.3,30.3,4.3
1990-06-05,1990,6,31.5,24.8,13.7
1990-06-06,1990,6,37.6,31.2,1.9
1990-06-07,1990,6,34.1,26.7,1.7
1990-06-08,1990,6,29.8,20.9,3.9
1990-06-09,1990,6,31.8,24.6,3.3
1990-06-10,1990,6,35.8,28.6,0.5
1990-06-11,1990,6,32.5,22.3,0.9
1990-06-12,1990,6,33.8,25.1,0.0
1990-06-13,1990,6,36.0,30.4,0.3
1990-06-14,1990,6,37.7,28.7,7.7
1990-06-15,1990,6,32.2,23.9,0.0
1990-06-16,1990,6,30.0,21.8,0.2
1990-06-17,1990,6,34.8,25.7,11.5
1990-06-18,1990,6,43.7,34.2,0.9
1990-06-19,1990,6,36.1,27.7,0.8
1990-06-20,1990,6,36.2,30.3,4.9
1990-06-21,1990,6,38.9,29.6,1.8
1990-06-22,1990,6,36.4,30.0,0.6
1990-06-23,1990,6,39.2,33.0,3.4
1990-06-24,1990,6,34.7,28.7,10.4
1990-06-25,1990,6,34.2,24.1,1.0
1990-06-26,1990,6,36.0,29.2,1.2
1990-06-27,1990,6,37.5,30.3,3.9
1990-06-28,1990,6,37.3,27.3,2.6
1990-06-29,1990,6,31.6,26.0,2.4
1990-06-30,1990,6,37.3,27.4,1.3
1990-07-01,1990,7,33.6,24.9,3.7
1990-07-02,1990,7,35.4,27.9,2.8
1990-07-03,1990,7,34.4,27.0,3.2
1990-07-04,1990,7,32.4,23.3,3.1
1990-07-05,1990,7,35.6,28.3,0.1
1990-07-06,1990,7,33.6,26.8,0.5
1990-07-07,1990,7,35.8,27.0,0.7
1990-07-08,1990,7,33.9,26.0,1.6
1990-07-09,1990,7,35.5,27.2,0.0
1990-07-10,1990,7,36.2,29.0,0.1
1990-07-11,1990,7,33.2,25.5,1.5
1990-07-12,1990,7,37.5,29.5,0.0
1990-07-13,1990,7,32.1,23.6,5.2
1990-07-14,1990,7,33.0,24.7,4.9
1990-07-15,1990,7,38.8,32.2,1.8
1990-07-16,1990,7,32.4,20.6,2.4
1990-07-17,1990,7,40.4,31.2,1.6
1990-07-18,1990,7,29.6,21.2,2.7
1990-07-19,1990,7,30.8,20.6,0.0
1990-07-20,1990,7,37.1,27.4,3.2
1990-07-21,1990,7,36.6,29.1,4.0
1990-07-22,1990,7,35.9,30.8,3.3
1990-07-23,1990,7,34.2,27.8,14.3
1990-07-24,1990,7,31.7,21.9,0.5
1990-07-25,1990,7,34.2,29.1,4.1
1990-07-26,1990,7,28.1,18.2,1.0
1990-07-27,1990,7,30.6,22.8,3.2
1990-07-28,1990,7,34.5,29.8,2.8
1990-07-29,1990,7,30.8,20.4,0.9
1990-07-30,1990,7,37.5,29.7,2.5
1990-07-31,1990,7,31.6,24.9,4.5
1990-08-01,1990,8,32.7,23.7,1.7
1990-08-02,1990,8,32.5,20.9,1.2
1990-08-03,1990,8,22.8,15.9,0.0
1990-08-04,1990,8,27.8,20.9,0.1
1990-08-05,1990,8,28.9,21.9,0.0
1990-08-06,1990,8,26.8,19.3,0.2
1990-08-07,1990,8,26.3,19.9,0.8
1990-08-08,1990,8,32.2,25.1,0.3
1990-08-09,1990,8,28.2,18.9,0.0
1990-08-10,1990,8,26.5,17.4,2.4
1990-08-11,1990,8,28.8,21.9,3.0
1990-08-12,1990,8,28.9,20.9,0.0
1990-08-13,1990,8,23.8,17.8,0.9
1990-08-14,1990,8,28.8,20.4,0.4
1990-08-15,1990,8,26.2,17.4,0.0
1990-08-16,1990,8,32.2,23.4,0.5
1990-08-17,1990,8,27.0,19.6,0.0
1990-08-18,1990,8,32.7,25.3,0.6
1990-08-19,1990,8,26.9,19.1,0.8
1990-08-20,1990,8,24.8,16.9,7.6
1990-08-21,1990,8,28.6,19.3,0.6
1990-08-22,1990,8,26.1,17.3,0.1
1990-08-23,1990,8,31.0,23.6,0.0
1990-08-24,1990,8,29.5,22.6,0.9
1990-08-25,1990,8,28.2,20.5,1.7
1990-08-26,1990,8,29.8,21.5,0.6
1990-08-27,1990,8,29.1,21.8,0.1
1990-08-28,1990,8,30.6,24.0,0.8
1990-08-29,1990,8,29.3,21.0,0.0
1990-08-30,1990,8,33.0,26.2,2.0
1990-08-31,1990,8,32.4,24.1,0.4
1990-09-01,1990,9,26.2,18.9,0.6
1990-09-02,1990,9,20.3,14.4,0.3
1990-09-03,1990,9,16.3,5.6,0.0
1990-09-04,1990,9,17.2,8.5,0.6
1990-09-05,1990,9,19.9,12.1,0.0
1990-09-06,1990,9,17.9,9.9,0.0
1990-09-07,1990,9,21.4,10.0,0.5
1990-09-08,1990,9,25.8,19.9,0.0
1990-09-09,1990,9,18.4,10.6,0.0
1990-09-10,1990,9,20.2,11.7,0.4
1990-09-11,1990,9,24.1,16.2,0.0
1990-09-12,1990,9,21.6,11.3,0.0
1990-09-13,1990,9,21.0,12.2,0.0
1990-09-14,1990,9,22.9,18.2,0.0
1990-09-15,1990,9,23.0,12.7,0.1
1990-09-16,1990,9,19.4,13.8,0.7
1990-09-17,1990,9,19.7,11.8,0.1
1990-09-18,1990,9,26.6,20.8,0.0
1990-09-19,1990,9,21.4,14.2,0.0
1990-09-20,1990,9,23.0,15.9,0.0
1990-09-21,1990,9,21.8,11.8,0.0
1990-09-22,1990,9,18.5,10.1,0.0
1990-09-23,1990,9,21.8,14.0,0.0
1990-09-24,1990,9,21.6,14.2,0.4
1990-09-25,1990,9,25.9,17.3,0.6
1990-09-26,1990,9,21.2,14.7,0.0
1990-09-27,1990,9,17.6,11.3,0.0
1990-09-28,1990,9,20.6,10.3,0.6
1990-09-29,1990,9,19.1,9.6,0.3
1990-09-30,1990,9,22.6,16.1,0.0
1990-10-01,1990,10,13.3,5.4,17.2
1990-10-02,1990,10,14.0,7.8,1.5
1990-10-03,1990,10,14.3,5.3,4.5
1990-10-04,1990,10,16.9,10.1,0
1990-10-05,1990,10,12.7,5.3,4.4
1990-10-06,1990,10,11.7,3.7,7.2
1990-10-07,1990,10,12.4,6.5,0
1990-10-08,1990,10,10.9,3.1,21.7
1990-10-09,1990,10,11.7,4.1,17.3
1990-10-10,1990,10,14.2,5.2,6.5
1990-10-11,1990,10,12.6,5.5,32.6
1990-10-12,1990,10,14.1,6.9,8.7
1990-10-13,1990,10,15.1,7.7,7.2
1990-10-14,1990,10,10.0,0.9,3.1
1990-10-15,1990,10,15.6,9.5,0
1990-10-16,1990,10,14.9,7.7,0
1990-10-17,1990,10,11.1,4.9,10.6
1990-10-18,1990,10,15.7,6.6,6.9
1990-10-19,1990,10,7.8,-1.5,1.3
1990-10-20,1990,10,10.8,3.6,18.0
1990-10-21,1990,10,11.4,3.4,13.5
1990-10-22,1990,10,14.2,7.4,0
1990-10-23,1990,10,11.2,3.6,2.5
1990-10-24,1990,10,11.1,6.6,10.6
1990-10-25,1990,10,11.4,0.8,0
1990-10-26,1990,10,9.4,1.4,5.3
1990-10-27,1990,10,13.7,5.9,0
1990-10-28,1990,10,14.9,7.0,12.1
1990-10-29,1990,10,7.9,-0.4,16.6
1990-10-30,1990,10,6.8,0.3,5.1
1990-10-31,1990,10,9.7,2.6,0
1990-11-01,1990,11,3.1,-2.2,2.6
1990-11-02,1990,11,3.8,-4.5,25.1
1990-11-03,1990,11,6.7,-1.9,27.2
1990-11-04,1990,11,0.9,-4.2,13.4
1990-11-05,1990,11,5.4,-1.1,14.1
1990-11-06,1990,11,10.5,1.4,1.5
1990-11-07,1990,11,12.2,4.8,11.6
1990-11-08,1990,11,7.0,-2.5,36.9
1990-11-09,1990,11,3.4,-3.6,1.2
1990-11-10,1990,11,4.9,-3.4,23.9
1990-11-11,1990,11,8.2,-0.3,0
1990-11-12,1990,11,3.3,-6.9,0
1990-11-13,1990,11,10.5,3.9,1.6
1990-11-14,1990,11,9.8,-0.8,93.4
1990-11-15,1990,11,10.0,5.3,35.7
1990-11-16,1990,11,8.1,-1.6,6.6
1990-11-17,1990,11,9.9,0.7,0
1990-11-18,1990,11,9.7,3.6,59.3
1990-11-19,1990,11,7.0,1.9,15.0
1990-11-20,1990,11,9.5,0.9,76.1
1990-11-21,1990,11,13.5,4.5,62.5
1990-11-22,1990,11,9.8,1.2,20.7
1990-11-23,1990,11,10.6,4.4,1.8
1990-11-24,1990,11,6.2,-1.9,19.9
1990-11-25,1990,11,4.5,-4.7,24.6
1990-11-26,1990,11,5.8,-0.4,0
1990-11-27,1990,11,8.1,-0.6,0
1990-11-28,1990,11,9.6,0.9,74.8
1990-11-29,1990,11,10.5,1.7,35.9
1990-11-30,1990,11,1.2,-4.5,48.8
1990-12-01,1990,12,4.2,-5.3,60.9
1990-12-02,1990,12,-0.9,-9.4,28.6
1990-12-03,1990,12,13.0,7.5,7.5
1990-12-04,1990,12,3.7,-6.5,26.9
1990-12-05,1990,12,8.0,-1.4,19.5
1990-12-06,1990,12,9.1,3.2,28.5
1990-12-07,1990,12,4.6,-5.6,0
1990-12-08,1990,12,6.3,-3.1,108.3
1990-12-09,1990,12,5.5,-3.1,42.1
1990-12-10,1990,12,4.7,-2.4,9.6
1990-12-11,1990,12,7.3,-1.6,5.2
1990-12-12,1990,12,0.7,-8.3,35.1
1990-12-13,1990,12,3.2,-4.6,31.9
1990-12-14,1990,12,11.5,2.6,48.2
1990-12-15,1990,12,4.5,-4.4,11.7
1990-12-16,1990,12,-1.4,-9.1,6.4
1990-12-17,1990,12,6.8,0.2,67.0
1990-12-18,1990,12,4.4,-4.6,13.2
1990-12-19,1990,12,-3.6,-11.1,5.4
1990-12-20,1990,12,7.0,-2.2,25.1
1990-12-21,1990,12,-2.2,-9.8,76.8
1990-12-22,1990,12,4.2,-3.2,335.4
1990-12-23,1990,12,2.4,-5.8,4.1
1990-12-24,1990,12,4.8,-2.1,28.2
1990-12-25,1990,12,3.6,-7.8,46.1
1990-12-26,1990,12,9.5,0.6,19.5
1990-12-27,1990,12,7.7,-2.5,0.9
1990-12-28,1990,12,9.6,2.9,179.1
1990-12-29,1990,12,2.6,-4.8,12.6
1990-12-30,1990,12,7.6,-2.7,85.5
1990-12-31,1990,12,2.1,-4.3,21.0
1991-01-01,1991,1,2.6,-5.6,2.2
1991-01-02,1991,1,12.8,5.0,13.7
1991-01-03,1991,1,8.6,2.7,0
1991-01-04,1991,1,4.3,-1.2,0
1991-01-05,1991,1,6.6,-0.8,0
1991-01-06,1991,1,7.8,1.6,3.5
1991-01-07,1991,1,7.1,1.7,0
1991-01-08,1991,1,6.8,-1.6,0
1991-01-09,1991,1,6.4,-1.8,65.2
1991-01-10,1991,1,4.4,-3.1,10.5
1991-01-11,1991,1,7.9,1.8,0
1991-01-12,1991,1,7.2,-0.8,0
1991-01-13,1991,1,10.4,3.2,35.6
1991-01-14,1991,1,12.7,5.3,17.2
1991-01-15,1991,1,10.6,2.8,19.0
1991-01-16,1991,1,10.2,0.6,39.0
1991-01-17,1991,1,10.1,1.0,13.5
1991-01-18,1991,1,8.2,1.2,3.6
1991-01-19,1991,1,4.0,-4.3,30.5
1991-01-20,1991,1,7.1,0.5,0
1991-01-21,1991,1,6.3,-2.2,6.2
1991-01-22,1991,1,6.7,-4.1,7.3
1991-01-23,1991,1,10.7,2.6,6.7
1991-01-24,1991,1,10.7,0.6,10.5
1991-01-25,1991,1,8.2,0.8,10.7
1991-01-26,1991,1,4.1,-5.0,50.3
1991-01-27,1991,1,11.4,3.0,146.3
1991-01-28,1991,1,6.2,0.1,1.7
1991-01-29,1991,1,10.2,1.2,3.4
1991-01-30,1991,1,10.1,1.6,33.5
1991-01-31,1991,1,8.0,1.5,82.9
1991-02-01,1991,2,12.0,5.9,9.1
1991-02-02,1991,2,11.4,4.0,1.7
1991-02-03,1991,2,11.9,8.0,0
1991-02-04,1991,2,14.4,8.9,0.2
1991-02-05,1991,2,12.8,4.5,23.6
1991-02-06,1991,2,10.6,3.9,0
1991-02-07,1991,2,14.6,7.2,6.0
1991-02-08,1991,2,17.8,11.1,6.9
1991-02-09,1991,2,16.4,8.9,0
1991-02-10,1991,2,13.2,6.0,4.2
1991-02-11,1991,2,15.3,7.5,2.3
1991-02-12,1991,2,12.3,2.5,20.4
1991-02-13,1991,2,10.5,3.1,4.8
1991-02-14,1991,2,18.5,9.2,3.7
1991-02-15,1991,2,9.6,3.6,0.3
1991-02-16,1991,2,11.2,2.9,0
1991-02-17,1991,2,18.3,8.1,5.6
1991-02-18,1991,2,11.3,2.2,6.7
1991-02-19,1991,2,15.8,4.9,19.3
1991-02-20,1991,2,19.2,12.0,19.5
1991-02-21,1991,2,14.0,7.8,6.2
1991-02-22,1991,2,15.8,7.8,4.8
1991-02-23,1991,2,14.9,3.0,0
1991-02-24,1991,2,11.0,1.9,4.5
1991-02-25,1991,2,13.0,4.0,8.9
1991-02-26,1991,2,11.9,2.0,0
1991-02-27,1991,2,15.4,6.8,0
1991-02-28,1991,2,17.5,10.4,0
1991-03-01,1991,3,20.6,12.0,0
1991-03-02,1991,3,15.9,5.9,6.2
1991-03-03,1991,3,24.0,18.3,0
1991-03-04,1991,3,19.4,11.8,0
1991-03-05,1991,3,19.5,14.5,0
1991-03-06,1991,3,25.0,17.5,1.6
1991-03-07,1991,3,19.4,9.5,4.2
1991-03-08,1991,3,19.7,11.8,0
1991-03-09,1991,3,20.7,12.7,0
1991-03-10,1991,3,20.9,15.9,0
1991-03-11,1991,3,23.4,17.6,8.4
1991-03-12,1991,3,18.5,11.2,4.0
1991-03-13,1991,3,18.2,11.4,3.2
1991-03-14,1991,3,22.8,14.3,0
1991-03-15,1991,3,24.5,13.9,0
1991-03-16,1991,3,19.5,11.4,0
1991-03-17,1991,3,18.5,13.3,0
1991-03-18,1991,3,23.8,13.2,3.6
1991-03-19,1991,3,23.4,14.1,0
1991-03-20,1991,3,23.1,13.7,8.7
1991-03-21,1991,3,10.2,2.3,5.4
1991-03-22,1991,3,17.6,11.3,0
1991-03-23,1991,3,19.9,11.8,0
1991-03-24,1991,3,19.7,13.9,9.4
1991-03-25,1991,3,18.6,10.2,0
1991-03-26,1991,3,18.6,8.7,0.8
1991-03-27,1991,3,22.1,10.8,0
1991-03-28,1991,3,20.7,16.0,4.5
1991-03-29,1991,3,19.9,10.6,4.7
1991-03-30,1991,3,14.1,4.6,1.4
1991-03-31,1991,3,19.3,12.1,0
1991-04-01,1991,4,28.9,22.7,1.2
1991-04-02,1991,4,29.8,23.2,2.7
1991-04-03,1991,4,24.7,16.2,0
1991-04-04,1991,4,28.5,20.3,6.9
1991-04-05,1991,4,27.7,17.8,0
1991-04-06,1991,4,21.3,14.0,40.1
1991-04-07,1991,4,27.8,20.3,3.0
1991-04-08,1991,4,27.4,19.0,1.2
1991-04-09,1991,4,30.9,23.7,6.8
1991-04-10,1991,4,33.5,25.5,13.0
1991-04-11,1991,4,30.9,24.5,0
1991-04-12,1991,4,29.2,21.0,7.3
1991-04-13,1991,4,33.4,25.9,5.2
1991-04-14,1991,4,29.0,19.0,0
1991-04-15,1991,4,28.2,21.7,25.6
1991-04-16,1991,4,29.3,21.8,23.9
1991-04-17,1991,4,30.0,22.9,10.7
1991-04-18,1991,4,27.9,21.9,0.5
1991-04-19,1991,4,28.7,21.5,6.3
1991-04-20,1991,4,27.4,21.1,0
1991-04-21,1991,4,33.5,25.8,8.3
1991-04-22,1991,4,30.6,22.1,20.6
1991-04-23,1991,4,30.1,23.9,0
1991-04-24,1991,4,28.7,19.0,5.4
1991-04-25,1991,4,27.5,19.7,25.2
1991-04-26,1991,4,26.3,16.1,6.4
1991-04-27,1991,4,24.2,17.7,4.4
1991-04-28,1991,4,28.5,21.3,0
1991-04-29,1991,4,33.0,26.6,9.5
1991-04-30,1991,4,36.0,28.0,11.3
1991-05-01,1991,5,38.4,28.8,10.3
1991-05-02,1991,5,33.1,23.6,0
1991-05-03,1991,5,36.7,29.2,13.9
1991-05-04,1991,5,37.1,30.9,44.9
1991-05-05,1991,5,32.6,25.5,9.8
1991-05-06,1991,5,29.3,22.7,23.7
1991-05-07,1991,5,30.6,22.5,0
1991-05-08,1991,5,36.9,27.1,43.9
1991-05-09,1991,5,28.8,18.7,2.8
1991-05-10,1991,5,35.8,29.6,30.8
1991-05-11,1991,5,30.8,20.1,7.7
1991-05-12,1991,5,38.5,31.6,49.9
1991-05-13,1991,5,30.7,18.5,0.9
1991-05-14,1991,5,34.3,28.2,74.3
1991-05-15,1991,5,29.4,22.0,0
1991-05-16,1991,5,34.3,24.1,6.1
1991-05-17,1991,5,36.8,30.3,3.1
1991-05-18,1991,5,33.7,24.4,0
1991-05-19,1991,5,31.2,21.4,14.0
1991-05-20,1991,5,33.3,26.3,71.4
1991-05-21,1991,5,38.4,32.6,3.6
1991-05-22,1991,5,30.9,22.0,80.3
1991-05-23,1991,5,33.9,26.1,6.1
1991-05-24,1991,5,29.4,23.7,0
1991-05-25,1991,5,36.3,30.2,6.6
1991-05-26,1991,5,35.7,28.7,8.4
1991-05-27,1991,5,36.3,30.3,19.1
1991-05-28,1991,5,30.2,22.4,0
1991-05-29,1991,5,38.1,30.8,17.0
1991-05-30,1991,5,30.3,20.2,4.6
1991-05-31,1991,5,30.3,20.8,8.7
1991-06-01,1991,6,34.0,27.0,11.9
1991-06-02,1991,6,32.7,23.1,1.8
1991-06-03,1991,6,38.2,32.1,8.2
1991-06-04,1991,6,40.6,32.6,18.4
1991-06-05,1991,6,35.7,28.8,0.0
1991-06-06,1991,6,35.2,29.7,1.1
1991-06-07,1991,6,36.4,27.5,8.0
1991-06-08,1991,6,35.8,28.6,0.0
1991-06-09,1991,6,40.2,33.1,2.0
1991-06-10,1991,6,36.3,30.3,15.6
1991-06-11,1991,6,38.9,31.0,0.6
1991-06-12,1991,6,34.4,25.6,1.5
1991-06-13,1991,6,39.0,30.1,7.6
1991-06-14,1991,6,28.4,20.2,0.0
1991-06-15,1991,6,35.0,26.1,6.9
1991-06-16,1991,6,32.7,24.4,12.6
1991-06-17,1991,6,36.9,29.3,2.0
1991-06-18,1991,6,34.0,23.1,0.0
1991-06-19,1991,6,29.4,24.3,0.0
1991-06-20,1991,6,39.1,29.9,1.4
1991-06-21,1991,6,36.8,30.5,5.0
